sat,demand,gap,dead_health,moat,momentum,forced_buyer,viability,is_migrator,dead_pct,niche_n,niche_tp,niche_vel,display_name,author,tier,total_purchases,last_month,price_cents,rating,reviews
20,90,50,65,80,12,10,47,False,50.7,1666,13293,70,Customer Statement & Aging,DevIntelle Consulting Service Pvt.Ltd,MID,98,0,4095,0.0,0
20,90,30,65,80,17,10,45,False,50.6,650,7778,64,Dynamic Product Label Print in odoo,BROWSEINFO,MID,98,0,6201,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Management Interface,faOtools,MID,98,0,10296,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo POS Reservation Order,Edge Technologies,MID,98,0,2340,0.0,0
50,90,50,45,30,18,10,47,False,56.0,25,148,4,Interest on Overdue Invoice in Odoo,BROWSEINFO,MID,97,1,11583,5.0,6
20,90,50,25,70,35,10,45,False,79.4,126,855,10,Partners Hierarchy,Advitus,MID,97,0,1170,0.0,0
20,90,50,25,80,18,10,43,False,73.4,1393,4063,45,HR Attendance Sheet And Policies,CDS Solutions SRL,MID,97,0,9812,0.0,0
20,90,50,65,80,14,10,47,False,53.7,369,2463,21,Merge Invoices,Softhealer Technologies,MID,97,0,2925,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Product Multi Barcode |Point Of Sale Product Multi Barcode,Softhealer Technologies,MID,97,2,3388,0.0,0
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,Auto Inter-Company Transfer-Transection App,BROWSEINFO,MID,97,1,11583,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo POS Network Printer | Seamless ESC/POS Ticket & Receipt Printing,Creyox Technologies,MID,97,3,9901,5.0,6
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Edit/Modify POS Receipt App,BROWSEINFO,MID,97,0,1053,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS print kitchen order receipt KOT in browser,Techmayoreo,MID,96,1,3827,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Google Merchant/Shopping Connector,Grow Consultancy Services,MID,96,2,14625,5.0,10
70,90,30,85,50,23,10,55,False,14.3,7,454,8,MercadoLibre Stock Management Extension / Mercado Libre Publisher Extension,Moldeo Interactive,MID,96,2,46800,0.0,0
35,90,50,45,50,0,10,42,False,66.7,30,234,0,"Actual Cost Tracking on Job Cost Sheet (Purchase, Bills & Timesheets) | Integrated Actual Cost Management for Job Costing",Probuse Consulting Service Pvt. Ltd.,MID,96,0,21879,0.0,0
20,90,50,65,80,18,10,48,False,48.4,1578,23967,225,All In One Project Management System - All in one PMS,BROWSEINFO,MID,96,0,11583,0.0,0
20,90,30,45,80,24,10,44,False,58.5,578,6701,112,Advanced HR Management,Viindoo,MID,96,2,1548,0.0,0
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,Auto Generate serial/lot number from Picking in Odoo,BROWSEINFO,MID,96,0,2223,0.0,0
20,90,50,65,50,10,10,44,False,50.0,58,722,1,elearning private youtube video,David Montero Crespo,MID,95,0,6435,0.0,0
20,90,50,45,80,13,10,44,False,57.9,1130,11108,56,Import Purchase Order Lines from CSV/Excel file,Softhealer Technologies,MID,95,0,1288,0.0,0
20,90,50,45,80,16,10,45,False,68.6,874,4548,43,CRM Duplicates Real Time Search,faOtools,MID,95,1,5148,0.0,0
20,90,50,45,70,12,10,43,False,57.2,187,1302,11,Survey File Attachment Upload,BROWSEINFO,MID,95,1,1755,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Customer Wallet Management in Odoo,BROWSEINFO,MID,95,0,7605,0.0,0
70,90,30,85,40,11,10,53,False,28.6,7,139,1,Multiples of Quantity in shop,Softhealer Technologies,MID,95,0,4914,0.0,0
20,90,50,45,70,14,10,44,False,60.0,75,467,8,Saudi UAE VAT,Technaureus Info Solutions Pvt. Ltd.,MID,95,1,585,0.0,0
50,90,30,45,40,0,10,42,False,60.0,15,111,0,Paytrail Payment Provider,Kanak Infosystems LLP.,MID,95,0,8073,0.0,0
20,90,50,25,80,17,10,42,False,81.6,1700,4023,37,Partner Incentive / Commission Management,Almighty Consulting Solutions Pvt. Ltd.,MID,95,2,3600,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Custom Discount,Webkul Software Pvt. Ltd.,MID,94,1,4900,0.0,0
20,90,50,45,40,13,10,41,False,63.4,131,866,5,Allow Multi Currencies Pricelist in POS,Edge Technologies,MID,94,0,3276,0.0,0
20,90,50,45,80,13,10,44,False,57.9,1130,11108,56,Import bank statement lines from CSV File | Import bank statement lines from Excel file,Softhealer Technologies,MID,94,0,1522,0.0,0
20,90,50,45,80,14,10,45,False,62.9,3370,20091,115,Purchase Order Automation,Craftsync Technologies,MID,94,1,1754,0.0,0
20,90,50,45,60,15,10,43,False,58.0,264,1419,6,Documents Preview,Almighty Consulting Solutions Pvt. Ltd.,MID,94,2,7200,0.0,0
20,90,30,65,40,20,10,43,False,51.7,89,735,9,Minimum and Maximum Product Price Base,Softhealer Technologies,MID,94,1,117,0.0,0
70,90,30,25,30,24,10,46,False,75.0,4,94,2,Objectives & Key Results - OKR,T.V.T Marine Automation (aka TVTMA),MID,94,2,13415,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Backdate | Change Effective Date | Backdate In Inventory | Stock Backdate | Warehouse Backdate | Stock Force Date | Inventory Force Date,Softhealer Technologies,MID,94,2,9014,0.0,0
20,90,50,65,80,18,10,48,False,48.4,1578,23967,225,"All in One Secondary Unit of Measure Sales, Purchase, Accounting and Inventory",Edge Technologies,MID,94,0,2925,0.0,0
20,90,50,65,80,15,10,47,False,48.1,780,7607,58,Multiple Branch Unit Operations for Manufacturing,BROWSEINFO,MID,94,1,22113,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Show Discounted Price,Webkul Software Pvt. Ltd.,MID,94,1,2000,0.0,0
50,90,50,65,40,18,10,50,False,45.8,24,478,5,Original POS Manager Validation using User PIN,MAC5,MID,94,0,3003,0.0,0
20,90,50,45,60,18,10,44,False,69.0,155,483,10,EU Cookie Law Notice,Advitus,MID,94,0,1755,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Adjustment Cancel/Reverse Odoo,BROWSEINFO,MID,94,0,4095,0.0,0
20,90,50,45,50,14,10,42,False,63.5,74,403,7,Multi-Company Access Rights,Openinside,MID,93,0,20089,0.0,0
20,90,50,45,70,12,10,43,False,57.2,187,1302,11,Survey - Extra Fields,VperfectCS,MID,93,0,5733,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,"Odoo all import for Sales, Purchase, Invoice, Inventory, Pricelist, BOM, Payment, Bank Statement, Journal Entry, Picking, Product, Customer, Product Images, Product Variants, Multiple Statement, POS Orders, Multiple Journal Entries.",BROWSEINFO,MID,93,0,15561,0.0,0
20,90,50,25,80,17,10,42,False,74.8,3101,17021,146,Stock Picking/Move from Invoice/Refund in Odoo,BROWSEINFO,MID,93,0,2925,0.0,0
20,90,50,65,80,16,10,47,False,51.0,734,7497,64,Point Of Sale Access Rights,Softhealer Technologies,MID,93,0,2457,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Cookie Consent Banner,Garazd Creation,MID,93,7,10004,0.0,0
85,90,30,50,30,12,10,50,False,0.0,1,93,1,Snazzy Theme Common,Bizople Solutions Pvt. Ltd.,MID,93,1,2925,0.0,0
20,90,50,45,60,11,10,42,False,59.5,74,736,6,Progress Billing & Customer Invoicing from Job Costing Sheet in Odoo | Job Costing Progress Billing for Contracting Projects,Probuse Consulting Service Pvt. Ltd.,MID,93,1,32292,0.0,0
20,90,30,85,80,25,10,49,False,30.9,97,4208,32,Gantt Native Exchange for Project,Viktor Vorobjov,MID,93,0,34983,0.0,0
20,90,50,45,80,13,10,44,False,57.9,1130,11108,56,Import Stock with Serial number/Lot number in Odoo,BROWSEINFO,MID,92,1,3393,0.0,0
20,90,50,25,80,17,10,42,False,74.8,3101,17021,146,Stock Inventory Report,Equick ERP,MID,92,0,3510,0.0,0
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,Auto Parts Base,Softhealer Technologies,MID,92,0,7956,0.0,0
20,90,50,65,80,18,10,48,False,48.4,1578,23967,225,All in one Backdate - All in one Stock Backdate and Remarks,BROWSEINFO,MID,92,1,7605,0.0,0
20,90,50,45,50,31,10,45,False,57.5,73,457,11,Discuss Extension,Openinside,MID,92,0,1004,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo CRM Facebook Leads | Facebook Page Leads Connector | Facebook Leads Connector | Odoo Facebook Integration,TechKhedut Inc.,MID,92,2,2500,0.0,0
20,90,50,65,80,14,10,47,False,52.7,3285,24420,208,Website Sale Multi-Warehouse,Azkob,MID,92,0,5850,0.0,0
70,90,30,85,50,23,10,55,False,14.3,7,454,8,MercadoLibre Accounting / Mercado Libre Publisher Extension,Moldeo Interactive,MID,92,2,52650,0.0,0
35,90,50,25,50,37,10,46,False,76.2,42,632,7,Magento 2 Odoo Connector | Odoo Multichannel,Webkul Software Pvt. Ltd.,MID,92,0,24900,0.0,0
20,90,50,45,50,10,10,41,False,65.4,52,386,1,Subcontracting Management for Job Orders | Construction & Contracting | Smart Subcontract Control | Construction & Contracting,Probuse Consulting Service Pvt. Ltd.,MID,92,0,26559,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Website Stock Notify Back In Stock Email Alerts,BROWSEINFO,MID,92,0,2808,5.0,6
20,90,50,65,80,14,10,47,False,52.7,3285,24420,208,Website Hide Price for Not Logged In User,Futurelens,MID,92,1,585,0.0,0
20,90,50,65,80,17,10,48,False,52.0,569,5916,48,Cancel Invoice | Cancel Payment,Softhealer Technologies,MID,92,0,1989,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project by Phases,Probuse Consulting Service Pvt. Ltd.,MID,91,0,1404,0.0,0
20,90,50,65,80,15,10,47,False,48.1,780,7607,58,Multiple Branch Unit Operation Setup for CRM,BROWSEINFO,MID,91,1,22113,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Invoice Auto Check in odoo,BROWSEINFO,MID,91,0,1755,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Tags,Softhealer Technologies,MID,91,1,936,0.0,0
20,90,30,65,80,14,10,45,False,41.5,236,3111,25,Material Purchase Requisition and Cost Sheet Integration,Probuse Consulting Service Pvt. Ltd.,MID,91,0,26559,0.0,0
20,90,50,45,80,14,10,45,False,55.1,695,3663,24,Create Custom Building Blocks,Advitus,MID,91,0,5850,0.0,0
35,90,50,45,40,11,10,44,False,55.6,45,402,3,Twilio SMS Gateway,Webkul Software Pvt. Ltd.,MID,90,0,9901,0.0,0
20,90,50,65,70,60,10,54,False,50.4,131,1627,6,Generic Request Field,Center of Research and Development,MID,90,0,15210,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Facebook Conversions API | Meta Conversion API Integration,Garazd Creation,MID,90,2,25799,0.0,0
20,65,50,45,50,18,70,43,True,61.8,76,824,14,Sticky Notes,faOtools,MID,90,1,3510,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Keyboard Shortcuts,Webkul Software Pvt. Ltd.,MID,90,3,3000,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Select Product UOM In Website,Keypress IT Services,MID,90,0,4999,0.0,0
20,90,30,25,50,20,10,38,False,70.6,51,458,2,Universal Appointments: Portal and Website,faOtools,MID,90,0,27612,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Orders Reprint in Odoo,BROWSEINFO,MID,90,0,3393,0.0,0
35,90,50,25,40,0,10,39,False,72.4,29,120,0,Inactive Sessions Timeout,Openinside,MID,90,0,9041,0.0,0
20,90,50,45,80,13,10,44,False,66.7,600,1914,15,Contact Extra Fields,Softhealer Technologies,MID,90,1,936,0.0,0
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,Auto Invoice from Picking(Shipment/Delivery),BROWSEINFO,MID,90,0,4095,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Restaurant (Community),Acespritech Solutions Pvt. Ltd.,MID,90,0,35100,0.0,0
20,90,50,65,80,25,10,49,False,52.8,963,10459,114,Print POS Receipt Report Backend,BROWSEINFO,MID,90,1,1170,0.0,0
20,90,50,45,80,23,10,46,False,64.3,446,4508,25,Journal Restricted Users,Probuse Consulting Service Pvt. Ltd.,MID,90,0,4095,0.0,0
35,90,30,65,40,28,10,47,False,46.9,32,366,13,DHL Express - MyDHL API,Webkul Software Pvt. Ltd.,MID,89,0,14900,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Adjustment Backdate,Softhealer Technologies,MID,89,2,4913,0.0,0
20,90,50,45,80,12,10,44,False,57.2,1562,6957,56,Employee Overtime Request Management,Probuse Consulting Service Pvt. Ltd.,MID,89,0,1404,0.0,0
20,90,50,45,80,14,10,45,False,59.8,386,3317,19,Warehouse Restrictions App,Edge Technologies,MID,89,0,2340,0.0,0
20,90,50,45,80,13,10,44,False,61.4,580,3209,28,Export Products with Images in Excel,Edge Technologies,MID,89,0,1404,0.0,0
85,90,30,50,40,0,10,49,False,50.0,2,89,0,Cheque/Check Management in Odoo,Globalteckz,MID,89,0,5733,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Auto Lot Selection With Barcode,BROWSEINFO,MID,89,0,5733,0.0,0
20,90,50,45,80,10,10,44,False,63.8,1010,5238,24,Task Check List and Approval Process,faOtools,MID,89,0,3510,0.0,0
20,90,50,25,80,17,10,42,False,79.4,3114,10209,101,Account Cheque Life Cycle Management/ Post Dated Check Odoo,BROWSEINFO,MID,89,1,5733,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project Job Costing and Job Cost Sheet With Material Request Odoo,BROWSEINFO,MID,89,0,14508,0.0,0
20,90,50,65,80,14,10,47,False,54.2,931,5744,57,Restrict Out of Stock Product on Sales Order,BROWSEINFO,MID,89,0,1404,0.0,0
20,90,30,45,40,29,10,41,False,56.4,55,444,14,Flexible Timetables and Shifts,faOtools,MID,89,0,8190,0.0,0
20,90,50,45,80,17,10,45,False,56.5,703,5906,73,Inter Company Stock transfer,Craftsync Technologies,MID,89,0,7852,0.0,0
20,90,50,45,60,12,10,43,False,64.9,74,1008,7,Activities Management | All In One Schedule Activities | Activity Dashboard | Advance Schedule Activity | Dynamic Action For Multiple Activities | Activity Management Dashboard | Activities Dashboard,Softhealer Technologies,MID,89,2,6970,0.0,0
50,90,50,45,50,15,10,48,False,66.7,18,306,5,Premium - Hospital Management System (pro),Almighty Consulting Solutions Pvt. Ltd.,MID,88,1,140904,0.0,0
20,90,50,45,80,11,10,44,False,57.1,422,2553,14,Select Lots and Serials by Product in POS,Kanak Infosystems LLP.,MID,88,0,4095,0.0,0
20,90,50,65,80,18,10,48,False,48.4,1578,23967,225,All in One Views,Softhealer Technologies,MID,88,1,3978,0.0,0
20,90,50,45,60,13,10,43,False,56.8,132,720,6,Signup Email Verification,Softhealer Technologies,MID,88,0,3393,0.0,0
20,90,30,65,80,19,10,46,False,48.1,1211,14223,177,Advance Access Management,Terabits Technolab,MID,88,3,64428,0.0,0
20,90,50,45,70,21,10,45,False,64.5,166,924,6,Budget for Job Contracting and Construction Projects,Probuse Consulting Service Pvt. Ltd.,MID,88,0,43992,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Multi UOM,BROWSEINFO,MID,88,1,2223,0.0,0
20,90,30,65,40,20,10,43,False,51.7,89,735,9,Minimum And Maximum Price Of Product,Softhealer Technologies,MID,88,1,1521,0.0,0
20,90,50,25,80,29,10,44,False,70.8,1312,13296,189,Base Stock 3D Location,Openindustry.it,MID,88,0,5850,0.0,0
20,90,30,85,50,22,10,46,False,35.4,82,830,28,Stripe Fees Extension,Craftsync Technologies,MID,88,3,10976,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Session Report | POS Z Report | POS Session Z Report | Session Cash In Out,MAISOLUTIONSLLC,MID,87,0,585,0.0,0
20,90,50,65,80,16,10,47,False,51.0,734,7497,64,Point of Sale Credit Limit/Credit Limit on POS,BROWSEINFO,MID,87,0,4563,0.0,0
20,90,50,65,80,15,10,47,False,48.1,780,7607,58,Multiple Branchs/Units Operations for Project App,BROWSEINFO,MID,87,1,19773,0.0,0
20,90,50,65,80,13,10,47,False,54.7,2555,17832,120,Custom Product Tabs,Webkul Software Pvt. Ltd.,MID,87,0,3000,0.0,0
20,90,50,45,80,14,10,45,False,64.7,7299,40629,264,Sale Multi Warehouse Odoo App,BROWSEINFO,MID,87,0,2223,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Google Merchant Center Professional,Garazd Creation,MID,87,4,20534,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Cost Price History,Softhealer Technologies,MID,87,1,1404,0.0,0
20,90,50,45,80,14,10,45,False,59.8,386,3317,19,Warehouse Stock Location Access for Users,Edge Technologies,MID,87,0,1638,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Cancel Stock Transfer,Keypress IT Services,MID,87,3,999,0.0,0
20,90,50,25,80,17,10,42,False,74.8,3101,17021,146,Stock Landed Cost on Average Costing,Edge Technologies,MID,86,0,3276,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,Pos Multi Barcode Options,Webveer,MID,86,0,3393,0.0,0
20,90,50,45,80,13,10,44,False,61.4,580,3209,28,Export Image in Excel,Evozard,MID,86,0,2489,0.0,0
20,90,50,45,50,16,10,42,False,65.7,105,1111,13,Hierarchy Tree View,Init Co. Ltd,MID,86,1,4975,0.0,0
20,65,50,65,80,14,70,48,True,52.7,3285,24420,208,Website Order Notes,Webkul Software Pvt. Ltd.,MID,86,1,2500,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Website Customer Address Book,Webkul Software Pvt. Ltd.,MID,86,1,4500,0.0,0
20,90,50,45,80,14,10,45,False,64.7,7299,40629,264,Sale Multi Warehouse,Equick ERP,MID,86,1,1638,0.0,0
20,90,50,45,80,13,10,44,False,57.9,1130,11108,56,Import bill of materials (BOM) from Excel or CSV File in Odoo,BROWSEINFO,MID,86,0,1755,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo POS Customer Pricelist,BROWSEINFO,MID,86,0,4563,5.0,6
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,Auto Generate Product Barcode (EAN13),FreelancerApps,MID,86,0,1362,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Customer Credit Limit,Webkul Software Pvt. Ltd.,MID,85,0,4500,0.0,0
20,90,50,45,80,12,10,44,False,55.3,828,5806,38,Image Attachment Compression,Azkatech,MID,85,0,9949,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Ledger Report,Setu Consulting Services Pvt. Ltd.,MID,85,0,17433,5.0,5
20,90,30,65,80,19,10,46,False,48.1,1211,14223,177,Advance Down Payment for Sales and Purchase,BROWSEINFO,MID,85,0,1755,0.0,0
20,90,50,45,80,15,10,45,False,62.5,3305,22719,145,Invoice Partial Payment Reconciliation,BROWSEINFO,MID,85,4,10413,0.0,0
20,90,50,45,80,14,10,45,False,64.7,7299,40629,264,Sale Backdate | Change Effective Date | Back Date In Sales | Sale Order Backdate,Softhealer Technologies,MID,85,4,3974,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Google Tag Manager Enhanced Conversion Tracking,Garazd Creation,MID,85,4,18954,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Advance Signup,Webkul Software Pvt. Ltd.,MID,85,0,12500,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Project Budget & Analytic Accounting Management | Real-Time Project Budget & Analytic Cost Tracking in Odoo,Probuse Consulting Service Pvt. Ltd.,MID,85,0,11583,0.0,0
20,90,50,45,80,14,10,45,False,59.8,386,3317,19,Warehouse Stock Rotation Report Odoo,BROWSEINFO,MID,85,1,5733,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Mobile Barcode Scanner | POS Mobile QRCode Scanner | Point Of Sale Mobile Barcode Scanner | Point Of Sale Mobile QRCode Scanner,Softhealer Technologies,MID,85,0,8424,0.0,0
20,90,50,45,80,23,10,46,False,64.3,446,4508,25,Journal Restriction on Users,Preway IT Solutions,MID,85,0,1170,0.0,0
35,90,50,65,60,14,10,48,False,53.1,49,477,4,Outgoing SMTP Mail Server Per User,Bizople Solutions Pvt. Ltd.,MID,85,0,1755,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Product Sequence,Kanak Infosystems LLP.,MID,84,0,1170,0.0,0
20,90,50,45,80,23,10,46,False,67.3,4418,25377,346,AI Invoice OCR & PDF Invoice Data Extraction Automation for Odoo,Vizion Tools,LOSER,0,0,797,0.0,0
20,90,50,25,80,24,10,44,False,81.4,285,2436,36,AZ CNAE 2025,Rolan Benavent Talens,LOSER,0,0,4095,0.0,0
20,90,50,25,80,24,10,44,False,81.4,285,2436,36,AZ Custom Product Tabs,Rolan Benavent Talens,LOSER,0,0,1977,0.0,0
20,90,50,25,80,17,10,42,False,79.4,3114,10209,101,Account Cashflow,TKOpen,LOSER,0,0,23283,0.0,0
20,90,50,25,80,17,10,42,False,79.4,3114,10209,101,Account Cashflow & Approvals,TKOpen,LOSER,0,0,34866,0.0,0
20,90,30,65,80,19,10,46,False,48.1,1211,14223,177,Advance Batch Payslip,Craftsync Technologies,LOSER,0,0,2223,0.0,0
20,90,30,65,80,19,10,46,False,48.1,1211,14223,177,Advance Discount Tracking,Webkul Software Pvt. Ltd.,LOSER,0,0,2500,0.0,0
20,90,30,65,80,19,10,46,False,48.1,1211,14223,177,Advance Website Product Description | Website Product Variant Description | Website Product Description,Varanval IT Solutions,LOSER,0,0,2000,0.0,0
20,90,30,45,80,24,10,44,False,58.5,578,6701,112,Advanced Field-Level Security (ACL Plus),Daksh Solutions & Services,LOSER,0,0,6043,0.0,0
20,90,30,45,80,24,10,44,False,58.5,578,6701,112,Advanced WhatsApp Web Integration | Send Quotation | Send Invoice | Without Business API,Micra Digital,LOSER,0,0,4875,0.0,0
35,20,30,10,30,0,10,19,False,100.0,24,0,0,Agileconsulting Purchase Security,Agile Consulting,LOSER,0,0,99111,0.0,0
70,16,30,45,30,0,10,28,False,60.0,5,8,0,Album Gallery,Moval Agroingeniería,LOSER,0,0,1170,0.0,0
20,90,50,65,80,18,10,48,False,48.4,1578,23967,225,"All In one Bulk Confirm Order, Bulk Confirm Sale Order, Bulk Confirm Purchase Order, Bulk Confrim Repair Order, Mass Confirm multiple",DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,4446,0.0,0
20,54,50,45,30,20,10,34,False,62.1,58,137,6,Alternative Products,Seventh Dimension,LOSER,0,0,4795,0.0,0
20,54,50,45,30,20,10,34,False,62.1,58,137,6,Alternative detailed payslip design (for Odoo13 Enterprise),João Jerónimo,LOSER,0,0,8190,0.0,0
20,90,50,25,70,20,10,42,False,75.6,634,2065,35,Analytic Account Task,CLuedoo,LOSER,0,0,25380,0.0,0
20,90,50,25,70,20,10,42,False,75.6,634,2065,35,Analytic Line Type + Update analytic item On action/change,CLuedoo,LOSER,0,0,10152,0.0,0
20,90,50,45,80,15,10,45,False,58.3,516,2865,28,Attach XML to Purchase Order (Mexican Localization),Vauxoo,LOSER,0,0,109093,0.0,0
50,88,50,25,30,21,10,44,False,71.4,21,88,3,Audio on Create and Edit,Probuse Consulting Service Pvt. Ltd.,LOSER,0,0,2223,0.0,0
20,90,50,45,80,16,10,45,False,62.1,338,2412,31,Auth Signup Form,Futurelens,LOSER,0,0,1170,0.0,0
20,90,50,45,80,16,10,45,False,63.6,1752,9084,100,"Auto start ""Activity"" by ""Oportunity""",Unicoding,LOSER,0,0,5849,0.0,0
