sat,demand,gap,dead_health,moat,momentum,forced_buyer,viability,is_migrator,dead_pct,niche_n,niche_tp,niche_vel,display_name,author,tier,total_purchases,last_month,price_cents,rating,reviews
50,90,50,45,30,28,10,48,False,57.9,19,251,5,Autofill Contact Address,Namah Softech Pvt Ltd,LOSER,0,0,9133,0.0,0
20,90,50,45,80,10,10,44,False,68.3,278,1178,2,Automatic Partner Reference & Partner hierarchy view,CLuedoo,LOSER,0,0,10152,0.0,0
20,90,50,65,80,15,10,47,False,54.6,703,5702,52,"Back Order Notification YES/NO ""Community & Enterprise",Kit Solutions,LOSER,0,0,2339,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Bdtask Microfinance,bdtask,LOSER,0,0,65057,0.0,0
50,90,30,45,40,12,10,44,False,57.1,14,79,1,BigQuery Connector Lite,Niyu Labs,LOSER,0,0,19901,0.0,0
20,90,30,65,80,15,10,45,False,51.6,622,4204,52,Bill approval security,SageOre,LOSER,0,0,998,0.0,0
70,40,50,65,30,0,10,39,False,50.0,8,20,0,Bing Photo of the Day Background,PyProject,LOSER,0,0,584,0.0,0
20,90,50,45,40,14,10,41,False,58.1,160,852,13,Booking,David Montero Crespo,LOSER,0,0,3510,0.0,0
20,90,50,45,70,21,10,45,False,64.5,166,924,6,Budget Invoice Alert,Alphasoft,LOSER,0,0,9945,0.0,0
35,20,30,10,30,0,10,19,False,100.0,4,0,0,Bugfree Sale Quotation Attachments (PDF Merge),Bugfree do Brasil,LOSER,0,0,4857,0.0,0
20,90,30,65,60,11,10,43,False,53.7,231,1061,10,Bulk Lot and Serial Number Generator,Dynexcel,LOSER,0,0,2679,0.0,0
35,90,50,45,30,12,10,43,False,65.9,41,139,2,Buy or Produce require stock,Amazing Apps,LOSER,0,0,5979,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,CCHI Insurance Integration KSA,NEZAM ERP,LOSER,0,0,29793,0.0,0
20,90,50,65,40,18,10,45,False,50.0,68,548,8,CERTIFICATE OF EMPLOYMENT,paiesoft.pro,LOSER,0,0,4680,0.0,0
70,85,30,45,30,44,10,51,False,66.7,9,85,6,CPQ Management - Base,Techvaria,LOSER,0,0,14900,0.0,0
20,90,50,45,80,16,10,45,False,68.6,874,4548,43,CRM Facebook Lead Integration,Rahul,LOSER,0,0,8267,0.0,0
20,90,50,45,80,16,10,45,False,68.6,874,4548,43,CRM Opportunity Products Multi Branches,Zero Systems,LOSER,0,0,39780,0.0,0
20,90,50,45,80,16,10,45,False,68.6,874,4548,43,CRM Stage Overview Group,Binary Bridge Technology Services,LOSER,0,0,4200,0.0,0
20,90,50,45,80,16,10,45,False,68.6,874,4548,43,CRM to Purchase Multi Branches,Zero Systems,LOSER,0,0,51480,0.0,0
35,20,30,10,30,0,10,19,False,100.0,4,0,0,CYO Shopify Order,Eauto Tech,LOSER,0,0,133380,0.0,0
50,48,30,45,30,0,10,32,False,66.7,15,24,0,Calibration Laboratory Management – Dashboard (OWL) | ISO 17025:2017 compliant,Binary Bridge Technology Services,LOSER,0,0,95000,0.0,0
20,90,50,45,60,17,10,43,False,63.0,154,791,5,Call Center WhatsApp - Customer Engagement & Sales Automation,Dustin Mimbela,LOSER,0,0,55575,0.0,0
20,90,50,45,60,17,10,43,False,63.0,154,791,5,Call History for Genesys Cloud,WesalCX,LOSER,0,0,736971,0.0,0
20,90,50,45,80,17,10,45,False,59.8,418,3350,34,Cash Receipt,LimaFac,LOSER,0,0,1588,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Cathedis Delivery Integration,CDS Solutions SRL,LOSER,0,0,16745,0.0,0
20,90,50,45,80,23,10,46,False,68.4,256,1828,38,Chart of Accounts,Terrabit,LOSER,0,0,17550,0.0,0
20,90,50,45,50,22,10,43,False,63.7,386,1602,42,Chatter HTML Editor,Tuan Nguyen Van,LOSER,0,0,3255,0.0,0
20,90,50,45,80,12,10,44,False,61.1,664,3722,17,Check Stock,Jupical Technologies Pvt. Ltd.,LOSER,0,0,5335,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Cobrar con Tarjeta mediante STRIPE en Ecuador,PJFlow.io,LOSER,0,0,3036,0.0,0
35,2,30,10,30,30,10,20,False,87.5,8,1,1,Commodity Contracts,Grevlin Global Corp.,LOSER,0,0,13217,0.0,0
20,90,50,25,40,14,10,39,False,74.0,354,793,4,Confirm Multiple Sale Orders,Namah Softech Private Limited,LOSER,0,0,1506,0.0,0
20,90,30,65,80,26,10,47,False,43.8,162,2775,25,Construction Operations | Site Operations Management System | Construction ERP Suite | Construction Project Management Suite,Binary Bridge Technology Services,LOSER,0,0,86000,0.0,0
20,90,50,45,80,13,10,44,False,66.7,600,1914,15,Contact group in reports,RL Software Development ApS,LOSER,0,0,24570,0.0,0
20,90,50,45,80,14,10,45,False,55.1,695,3663,24,Create Contact/Customer by Sales Agent | Agent-Initiated Customer Creation Website,Probuse Consulting Service Pvt. Ltd.,LOSER,0,0,33813,0.0,0
20,90,50,65,80,11,10,47,False,53.0,336,2814,14,Credit Management,Aktiv Software,LOSER,0,0,5507,0.0,0
20,90,50,65,80,13,10,47,False,54.7,2555,17832,120,Custom Kitchen Receipt,JakeTheMan,LOSER,0,0,9949,0.0,0
20,90,50,65,80,12,10,47,False,50.7,1666,13293,70,Customer Portal with Timesheets by Week,Probuse Consulting Service Pvt. Ltd.,LOSER,0,0,6903,0.0,0
70,14,30,45,30,30,10,33,False,57.1,7,7,1,Dachser Shipping Integration,Softhealer Technologies,LOSER,0,0,15913,0.0,0
20,90,50,45,80,12,10,44,False,62.2,1280,5991,53,Delivery EnvioClickPro Shipping,Synodica Solutions Pvt. Ltd.,LOSER,0,0,14900,0.0,0
20,90,50,45,80,12,10,44,False,62.2,1280,5991,53,Delivery Order by Sale Line,DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,1755,0.0,0
20,90,50,45,80,12,10,44,False,62.2,1280,5991,53,Delivery Route Manage. 送货线路管理,odooai.cn,LOSER,0,0,49608,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Desglose tiempo personal empleado,Toh Soluciones Digitales,LOSER,0,0,1004,0.0,0
20,90,30,45,40,15,10,39,False,58.9,107,309,4,Digital Menu,Ahmed Magdy,LOSER,0,0,15933,0.0,0
20,90,50,45,80,35,10,48,False,59.4,320,5038,93,Direct Print,Synodica Solutions Pvt. Ltd.,LOSER,0,0,9901,0.0,0
35,2,50,10,30,30,10,22,False,88.9,9,1,1,Disallow edit price in sale order line,Kanak Infosystems LLP.,LOSER,0,0,2340,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,DooRules AI Connector,Todooweb (www.todooweb.com),LOSER,0,0,584,0.0,0
70,4,50,25,30,0,10,26,False,75.0,8,2,0,Droit de timbre client - Algérie LF2025,Elosys,LOSER,0,0,12870,0.0,0
35,90,30,45,40,10,10,41,False,59.3,27,627,3,Dropbox Sync,ezway technology,LOSER,0,0,1404,0.0,0
20,90,50,45,80,17,10,45,False,59.1,1341,8873,101,EDI Related Documents,Vauxoo,LOSER,0,0,9982,0.0,0
20,90,50,65,30,29,10,46,False,51.3,398,2620,57,Ecommerce Common Connector,IniyaSoft Technologies,LOSER,0,0,2339,0.0,0
20,90,50,65,30,29,10,46,False,51.3,398,2620,57,Ecommerce New Product Requisition,Technaureus Info Solutions Pvt. Ltd.,LOSER,0,0,5499,0.0,0
20,90,50,45,80,12,10,44,False,57.2,1562,6957,56,Employee Birthday Wishes & Reminder,Namah Softech Private Limited,LOSER,0,0,1506,0.0,0
70,4,30,25,30,30,10,28,False,75.0,8,2,1,Engagement,DFW IT Partner,LOSER,0,0,353087,0.0,0
20,90,50,45,80,10,10,44,False,59.8,194,1906,4,Entry Generator,Ahmed Nour,LOSER,0,0,6964,0.0,0
35,42,30,10,30,0,10,23,False,94.1,34,21,0,Escalate Stale Apps,Majorbird,LOSER,0,0,1935,0.0,0
35,20,30,10,30,0,10,19,False,100.0,12,0,0,Escalate: Abandoned Cart,Majorbird,LOSER,0,0,1935,0.0,0
85,76,30,50,30,0,10,45,False,50.0,2,38,0,Etsy Store Management,ECOSIRE (PRIVATE) LIMITED,LOSER,0,0,35581,0.0,0
20,90,50,25,50,22,10,41,False,73.9,138,472,6,Extended Marketplace Connector,Terrabit,LOSER,0,0,111150,0.0,0
85,6,30,50,30,0,10,30,False,66.7,3,3,0,Fawry Website Payment,CDS Solutions SRL,LOSER,0,0,19864,0.0,0
35,90,50,45,30,0,10,41,False,65.6,32,47,0,Feedback Form,AppForge,LOSER,0,0,1170,0.0,0
20,90,50,25,80,14,10,42,False,73.0,904,4271,30,Field Revision Rollback,Nirav Rathod,LOSER,0,0,1519,0.0,0
20,90,50,25,80,17,10,42,False,70.2,1014,4443,54,Form View Edit & Discard Control,Nimmu Technologies,LOSER,0,0,1019,0.0,0
20,65,50,25,80,17,70,43,True,70.2,1014,4443,54,Form View Full Screen,Softhealer Technologies,LOSER,0,0,3411,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Fruugo Store Management,ECOSIRE (PRIVATE) LIMITED,LOSER,0,0,25385,0.0,0
20,90,50,65,50,10,10,44,False,49.0,51,272,1,GD Stock Warehouse POS,Gustavo Cacharuco,LOSER,0,0,2498,0.0,0
35,36,30,65,30,27,10,34,False,53.8,39,108,8,GLS Denmark Shipping Integration,SoftHealer Technologies,LOSER,0,0,14041,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Geographical Sale Dashboard,BeyonData Solutions Private Limited,LOSER,0,0,1287,0.0,0
20,90,50,25,80,18,10,43,False,73.4,1393,4063,45,HR Idea Junction,KTree Computer Solutions India (P) Ltd,LOSER,0,0,17550,0.0,0
20,90,50,25,80,18,10,43,False,73.4,1393,4063,45,HR Leave Management,PT Teknologi Inovasi Labs,LOSER,0,0,11858,0.0,0
50,90,30,85,30,17,10,49,False,29.4,17,175,4,Healthcare Ambulance Service,Sitaram,LOSER,0,0,15210,0.0,0
20,90,50,45,80,12,10,44,False,57.1,480,3242,11,Helpdesk Pro,Adil Akbar,LOSER,0,0,17433,0.0,0
70,20,30,65,30,0,10,32,False,50.0,8,10,0,Hesabe Payment Provider,Bahey Wadea,LOSER,0,0,14923,0.0,0
20,90,50,45,80,14,10,45,False,55.5,876,5169,55,Hide Create/Edit Buttons,DP InfoSol,LOSER,0,0,1170,0.0,0
20,90,50,45,80,14,10,45,False,55.5,876,5169,55,Hide Invoice Bill Description,DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,1170,0.0,0
20,90,50,45,80,14,10,45,False,55.5,876,5169,55,Hide OdooBot User | Hide Root User,Khaled Hassan,LOSER,0,0,1170,0.0,0
20,90,50,45,80,14,10,45,False,55.5,876,5169,55,Hide Price and Cart button,Jony Ghosh,LOSER,0,0,2497,0.0,0
20,90,50,45,80,14,10,45,False,55.5,876,5169,55,Hide description of products in Purchase,Piotr Cierkosz,LOSER,0,0,1170,0.0,0
20,90,50,85,40,18,10,47,False,40.0,125,3982,78,Hospital Emergency Management App,Edge Technologies,LOSER,0,0,12285,0.0,0
35,20,30,10,30,0,10,19,False,100.0,17,0,0,ITSM Pro: Incident Management,Genin IT,LOSER,0,0,122616,0.0,0
20,90,50,45,80,13,10,44,False,57.9,1130,11108,56,Import Sales Order,Uncanny Consulting Services LLP,LOSER,0,0,1991,0.0,0
35,90,50,45,30,0,10,41,False,55.6,27,116,0,Instant Lead Notification,rising systems AG,LOSER,0,0,34983,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Insight Report,SkyERP,LOSER,0,0,9839,0.0,0
20,90,50,65,80,15,10,47,False,53.1,867,10305,74,Inventory Valuation Statistics,Geminate Consultancy Services,LOSER,0,0,2924,0.0,0
20,90,50,45,80,15,10,45,False,62.5,3305,22719,145,Invoice Analysis Extension,Jupical Technologies Pvt. Ltd.,LOSER,0,0,4095,0.0,0
20,90,50,45,80,15,10,45,False,62.5,3305,22719,145,Invoice Multilevel Approvals,KoderXpert Technologies LLP,LOSER,0,0,10019,0.0,0
20,90,50,45,80,15,10,45,False,62.5,3305,22719,145,Invoice Payment Due History,Albin John,LOSER,0,0,3861,0.0,0
20,90,50,45,80,15,10,45,False,62.5,3305,22719,145,Invoice XLSX,Alphasoft,LOSER,0,0,3510,0.0,0
20,90,50,25,50,0,10,37,False,70.9,127,745,0,Issue Tracker,Ajay Kumar Ravidas,LOSER,0,0,1065,0.0,0
35,20,70,10,30,0,10,23,False,100.0,11,0,0,Japan Employee Profile,Serpent Consulting Services Pvt. Ltd.,LOSER,0,0,70083,0.0,0
70,74,30,25,30,0,10,39,False,75.0,4,37,0,Jewelry Info,Trinh Hiep Hoa,LOSER,0,0,25390,0.0,0
20,17,30,10,30,30,10,20,False,89.0,109,17,2,Kaizen Hr Evaluation,Kaizen Principles,LOSER,0,0,2538,0.0,0
20,17,30,10,30,30,10,20,False,89.0,109,17,2,Kaizen – Geolocation Map Widget (Contacts),Kaizen Principles,LOSER,0,0,2335,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Khmer Unicode for order and invoice pdf,V Technologies,LOSER,0,0,2995,0.0,0
20,90,30,85,60,16,10,46,False,35.8,120,1890,15,Kitchen Display Screen,Insightful ERP Solution,LOSER,0,0,4955,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,LSS POS Validator Stock,Luis Alberto Ramirez Gamez,LOSER,0,0,2023,0.0,0
20,90,50,45,30,21,10,42,False,61.4,373,1826,28,Lead Custom Fields | Custom Fields in Odoo,DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,1287,0.0,0
20,90,50,25,30,13,10,38,False,84.5,58,60,1,Library Management System,Softhealer Technologies,LOSER,0,0,7718,0.0,0
35,90,50,25,30,11,10,40,False,77.1,35,138,1,Life Insurance Policy & Agent Management in Odoo,Reliution,LOSER,0,0,12000,0.0,0
35,90,30,45,30,12,10,40,False,57.9,38,152,2,Logout Alert,Harhu,LOSER,0,0,15349,0.0,0
85,20,30,50,30,0,10,33,False,100.0,2,0,0,M-Invoice Electronic Invoice Integration,James,LOSER,0,0,2039,0.0,0
20,90,50,25,80,23,10,43,False,72.0,3152,15693,232,MO Status Management & Tracking,Webkul Software Pvt. Ltd.,LOSER,0,0,5900,0.0,0
20,90,50,25,70,17,10,42,False,80.1,840,2102,16,MRP BoM Cost Price,CodeSphere Tech,LOSER,0,0,750,0.0,0
20,90,50,45,80,12,10,44,False,58.5,275,1456,6,Maintenance Request Report,Heliconia Solutions Pvt. Ltd.,LOSER,0,0,819,0.0,0
50,90,30,65,30,0,10,44,False,42.1,19,46,0,Malaysia Base Setup,Serpent Consulting Services Pvt. Ltd.,LOSER,0,0,23283,0.0,0
20,90,50,45,60,27,10,45,False,57.9,95,834,22,Marketing Countdown Timers,Barameg,LOSER,0,0,23400,0.0,0
20,90,50,65,80,14,10,47,False,53.7,369,2463,21,Merge Invoice,CLuedoo,LOSER,0,0,10152,0.0,0
20,90,50,65,80,14,10,47,False,53.7,369,2463,21,Merge Invoices,Namah Softech Private Limited,LOSER,0,0,2510,0.0,0
50,90,50,25,30,12,10,43,False,77.3,22,177,2,Milestone Based Billing for Purchase Orders,Hamdek,LOSER,0,0,1755,0.0,0
20,90,50,65,80,14,10,47,False,50.0,232,2552,19,"Mobile Footer Navigator,QRCode,Global header search.网站移动端全面增强",odooai.cn,LOSER,0,0,11466,0.0,0
20,90,50,65,80,14,10,47,False,50.0,232,2552,19,Mobile Repair Management,DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,10296,0.0,0
20,90,50,65,80,16,10,47,False,53.4,2324,20333,213,Multi Barcode for POS and Sale with import multi Barcode(Community & Enterprise),MAISOLUTIONSLLC,LOSER,0,0,1755,0.0,0
20,90,50,65,80,16,10,47,False,53.4,2324,20333,213,Multi Branch Planning Management | Multiple Branch Unit for Planning | Manage Multiple Branch for Planning,BROWSEINFO,LOSER,0,0,5733,0.0,0
20,90,50,65,80,16,10,47,False,53.4,2324,20333,213,Multi Product Quick Import(Sales),Kanak Infosystems LLP.,LOSER,0,0,8190,0.0,0
20,90,50,65,80,16,10,47,False,53.4,2324,20333,213,Multi UoM Inventory Comparison Report XLSX,Serpent Consulting Services Pvt. Ltd.,LOSER,0,0,3510,0.0,0
70,2,50,25,30,0,10,25,False,75.0,4,1,0,NBE Payment Acquirer,Eslam Ahmed,LOSER,0,0,29250,0.0,0
85,20,30,50,30,0,10,33,False,100.0,1,0,0,Ninebox Chart | Employee NineBox | Ninebox Employee | NineBox | HR Employee Ninebox,AVERIANS,LOSER,0,0,1872,0.0,0
20,43,30,45,30,27,10,30,False,69.8,126,499,33,OE Accounting: CardConnect ACH,Odoo Engineering LLC,LOSER,0,0,6435,0.0,0
20,43,30,45,30,27,10,30,False,69.8,126,499,33,OE Accounting: CardConnect Integration,Odoo Engineering LLC,LOSER,0,0,6435,0.0,0
70,90,50,45,40,11,10,50,False,66.7,9,136,1,OSIS Account Payment Register,Osis technologie,LOSER,0,0,19799,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo Data Migration JSON-RPC,SageOre,LOSER,0,0,4995,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo NBOX Integration,Three Dot Solutions,LOSER,0,0,40158,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo User Change Audit,Projects21 ai,LOSER,0,0,10087,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo White label,Dakon,LOSER,0,0,10025,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,"Odoo Woocommerce connector for synchronize category, products, orders data, Multiple Woocommerce store connection, Cron Jobs",Axis Technolabs,LOSER,0,0,11950,0.0,0
20,90,30,65,80,26,10,47,False,46.2,4170,77744,1030,Odoo eLearning Solution with Mobile Apps - Skillika,EKIKA,LOSER,0,0,40892,0.0,0
50,90,50,65,30,14,10,49,False,50.0,12,50,1,Official Paytrail Payment Acquirer,Rightshore Consulting,LOSER,0,0,11583,0.0,0
35,90,30,85,30,12,10,46,False,40.0,40,181,2,Offline Invoice,Lebowski,LOSER,0,0,8975,0.0,0
50,30,30,25,30,0,10,25,False,75.0,24,15,0,Opencloud purchase order lines views,Opencloud,LOSER,0,0,4563,0.0,0
70,90,30,45,30,24,10,49,False,60.0,10,87,2,Openpay Payment Connector | Openpay Payment Acquirer | Openpay Payment Gateway,BROWSEINFO,LOSER,0,0,9243,0.0,0
20,90,50,45,80,14,10,45,False,55.9,564,4138,27,PDF Report Preview,Acespritech Solutions Pvt. Ltd.,LOSER,0,0,2925,0.0,0
20,90,50,45,80,14,10,45,False,55.9,564,4138,27,PDF Template Merge,Evozard,LOSER,0,0,3984,0.0,0
85,8,30,50,30,0,10,30,False,66.7,3,4,0,PO/SO Report,EBITDA SOLUTIONS LLP,LOSER,0,0,3847,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Button Access Control,Codusic Technology,LOSER,0,0,2000,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Clear & Remove Lines,Odoo GlobalOps,LOSER,0,0,500,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Discount Restrict,Kaizen Principles,LOSER,0,0,2518,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Hide Product Info,Odoo Hub,LOSER,0,0,585,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Items & Quantity Counter,Evvotech Infinite Possibilities,LOSER,0,0,398,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Items Count,Leo Daniel FS,LOSER,0,0,505,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS MealVoucher Paiement,Icloud Solutions,LOSER,0,0,11583,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,"POS Multi-UOM, Scan & Select Lot, Used in a real pharmacy chain",Hieu Hoang,LOSER,0,0,12225,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Payment Reference,QoriTech,LOSER,0,0,1000,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Product History || Product POS Order History || POS Order History || Product Point of Sale History,OMAX Informatics,LOSER,0,0,1013,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Product Stock Display (On-Hand / Forecast),Sunray Datalinks,LOSER,0,0,1012,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS RMA,Webkul Software Pvt. Ltd.,LOSER,0,0,9901,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Receipt Flexible,TL Technology,LOSER,0,0,8775,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Receipt Invoice Report,Omega System,LOSER,0,0,1404,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Serial/Lot Number Required,Softarena,LOSER,0,0,1493,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,POS Swipe to Delete Order Line,Nezam,LOSER,0,0,1000,0.0,0
20,90,50,65,80,13,10,47,False,52.9,329,2223,11,PPE - Personal Protective Equipment Management,XFanis,LOSER,0,0,1989,0.0,0
20,90,50,25,80,17,10,42,False,81.6,1700,4023,37,Partner Account,Alphasoft,LOSER,0,0,5265,0.0,0
20,90,50,25,80,17,10,42,False,81.6,1700,4023,37,Partner Share Holder,T.V.T Marine Automation (aka TVTMA),LOSER,0,0,11688,0.0,0
20,90,50,25,80,17,10,42,False,81.6,1700,4023,37,Partner not Archive Delete MFH,Marlon Falcon Hernandez,LOSER,0,0,11583,0.0,0
20,90,50,45,80,14,10,45,False,58.6,2983,16994,164,"Payment Due Date difference in Days for Invoice, Bill, Credit Note, Receipt, Refund",OMAX Informatics,LOSER,0,0,4520,0.0,0
20,90,50,45,80,14,10,45,False,58.6,2983,16994,164,Payment Filters,Softhealer Technologies,LOSER,0,0,936,0.0,0
20,90,50,45,80,14,10,45,False,58.6,2983,16994,164,Payment Provider: PayU,Gritxi Technologies Pvt. Ltd.,LOSER,0,0,6000,0.0,0
20,90,50,65,60,10,10,45,False,53.1,262,1131,4,Payslip Batches Type Enterprise,Openinside,LOSER,0,0,7675,0.0,0
35,90,30,45,40,21,10,43,False,57.9,38,571,12,Pharmacy WhatsApp Notification (Enterprise Edition),Almighty Consulting Solutions Pvt. Ltd.,LOSER,0,0,16501,0.0,0
35,20,50,10,30,0,10,21,False,100.0,5,0,0,Philippines - Attendance,Osynx Solutions,LOSER,0,0,151804,0.0,0
20,90,50,65,80,14,10,47,False,50.8,5395,47571,337,PoS Receipt Design | POS Custom Receipt Layouts,PyBeans,LOSER,0,0,1989,0.0,0
20,90,50,65,80,16,10,47,False,51.0,734,7497,64,Point of Sale Analysis Dates,Geminate Consultancy Services,LOSER,0,0,5849,0.0,0
20,90,50,45,80,14,10,45,False,55.2,801,3599,48,Portal Sales Order - Create Quotation from Portal,Bizople Solutions Pvt. Ltd.,LOSER,0,0,10530,0.0,0
20,65,50,45,30,14,70,41,True,60.0,60,124,3,Prevent Edit/Delete Messages,BEC-EG,LOSER,0,0,700,0.0,0
20,90,50,65,80,25,10,49,False,52.8,963,10459,114,Print Fleet Report PDF,Probuse Consulting Service Pvt. Ltd.,LOSER,0,0,1053,0.0,0
20,90,50,65,80,25,10,49,False,52.8,963,10459,114,Print Planning Slot in PDF Format,Probuse Consulting Service Pvt. Ltd.,LOSER,0,0,1053,0.0,0
20,90,50,65,80,25,10,49,False,52.8,963,10459,114,Print Product Barcode Labels(24 Labels/Page) (Product/Template/Purchase/Picking),TidyWay,LOSER,0,0,5850,0.0,0
35,90,50,45,50,21,10,46,False,63.4,41,295,2,Private Thread,AppsFolio,LOSER,0,0,2740,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Barcode Lookup | Barcode Lookup | Product Barcode,Technoverse Systems,LOSER,0,0,2933,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Size Chart,Atharva System,LOSER,0,0,2340,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Standard Price Access - Accountant,T.V.T Marine Automation (aka TVTMA),LOSER,0,0,1158,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product Variant Display in POS,BeyonData Solutions Private Limited,LOSER,0,0,5122,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product revaluation with SN/Lot v18,CLuedoo,LOSER,0,0,25380,0.0,0
20,90,50,45,80,15,10,45,False,62.4,6551,41572,326,Product to PDF,Broditech Solutions S.L.,LOSER,0,0,4095,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project Assigned Internal Users Management,Odoo GlobalOps,LOSER,0,0,2500,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project Overview,ticinoWEB,LOSER,0,0,71955,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project Task archive documents,BADEP,LOSER,0,0,2223,0.0,0
20,90,50,45,80,14,10,45,False,67.2,1478,8780,57,Project Team,Namah Softech Private Limited,LOSER,0,0,2008,0.0,0
20,90,50,45,70,10,10,43,False,58.6,99,627,3,Promotion Voucher - Vietnam Accounting,T.V.T Marine Automation (aka TVTMA),LOSER,0,0,8845,0.0,0
20,90,50,25,30,22,10,39,False,75.0,112,282,4,Public Employee Birthday Filters,T.V.T Marine Automation (aka TVTMA),LOSER,0,0,5686,0.0,0
20,90,50,45,80,14,10,45,False,62.9,3370,20091,115,Purchase Award Letter | Purchase Latter,DevIntelle Consulting Service Pvt.Ltd,LOSER,0,0,2340,0.0,0
